	GO_Biological_Process_2023.stat	GO_Biological_Process_2023.pval	GO_Biological_Process_2023.p.adj	GO_Biological_Process_2023.num.genes	GO_Biological_Process_2023.gene.vals
Regulation Of Cell-Substrate Adhesion (GO:0010810)	-0.04080884	0.390756979	0.939968884	37	"PTK2:171, MYADM:501, NOTCH1:672, RSU1:943, WNT1:5124.5, ATXN3:5124.5, MINK1:5124.5, NF1:5124.5, RAC1:5124.5, THY1:5124.5, RAC2:5124.5, JAK2:5124.5, TSC1:5124.5, PDGFB:5124.5, TBCD:5124.5, NDNF:5124.5, ARL2:5124.5, ALOX15:5124.5, PTPRO:5124.5, NPNT:5124.5, PKP2:5124.5, ECM2:5124.5, PPM1F:5124.5, VIT:5124.5, SPOCK1:5124.5, WASHC2C:5124.5, CCDC80:5124.5, CORO2B:5124.5, BST1:5124.5, FBLN2:5124.5, RELL2:10023, AGR2:10108, PLG:11133, CORO1C:11341, PIK3CB:11852, GCNT2:11968, PKHD1:12214"
Regulation Of Cell-Substrate Junction Assembly (GO:0090109)	-0.072424947	0.316011243	0.919229171	16	"TLN1:94, PTK2:171, CAMSAP3:340, ROCK2:515, CLASP1:5124.5, ROCK1:5124.5, EFNA5:5124.5, GPM6B:5124.5, EPHA3:5124.5, SLC9A1:5124.5, PEAK1:5124.5, PTPRA:5124.5, FYN:9485, CORO1C:11341, MACF1:11470, LIMCH1:11935"
Regulation Of Cellular Biosynthetic Process (GO:0031326)	-0.034469197	0.372945113	0.939968884	56	"FITM2:173, EIF6:350, MSI1:364, PKP3:398, GRM5:467, NOS1AP:710, KAT7:757, PDK4:814, ELP1:968, DDX25:1001, CD47:5124.5, FOXO3:5124.5, EIF2S1:5124.5, ATXN2:5124.5, RBM3:5124.5, PCIF1:5124.5, APP:5124.5, MED1:5124.5, RAC1:5124.5, AVIL:5124.5, JAK2:5124.5, TSC1:5124.5, TOM1L1:5124.5, FFAR3:5124.5, MFSD12:5124.5, CX3CR1:5124.5, JADE1:5124.5, MITF:5124.5, GCN1:5124.5, C3:5124.5, MSI2:5124.5, TM9SF2:5124.5, ING4:5124.5, RPL10:5124.5, MTPN:5124.5, JADE3:5124.5, ELP6:5124.5, DUS3L:5124.5, PUM3:5124.5, EIF2B4:9106, GEMIN5:9285, CXCL8:9443, NR1H4:9522, STC2:9529, METTL18:9554, ELP4:9647, JADE2:9791, SIRT1:9869, FGFR4:10231, CTNS:10550, ELP2:10607, TNFRSF1B:10883, SIRT5:10974, ELP5:11305, TCOF1:11612, CYP7A1:12063"
Regulation Of Cellular Catabolic Process (GO:0031329)	0.016414346	0.703538198	0.970801259	45	"TRIB3:315, WDR41:608, MTMR4:725, UVRAG:1597, USP10:1650, ABL1:1762, LAMP3:1803, MAPT:1875, DDIT3:1965, ATM:2005, SOGA1:2035, TPCN2:2282, PSAP:3002, KAT8:3225, PIK3R2:7610.5, MAPK15:7610.5, USP13:7610.5, LRRK2:7610.5, RAB8A:7610.5, ROCK1:7610.5, EP300:7610.5, DAPK2:7610.5, DAPK1:7610.5, ULK3:7610.5, PIK3R4:7610.5, PIP4K2B:7610.5, CISD2:7610.5, USP33:7610.5, HDAC6:7610.5, WDR24:7610.5, MTMR3:7610.5, ABL2:7610.5, ABCD1:7610.5, LONP2:7610.5, NUPR1:7610.5, SMCR8:7610.5, GPR137B:7610.5, GPR137:7610.5, TYSND1:7610.5, DRAM2:7610.5, DEPP1:7610.5, PRKN:11940, RMC1:12243, ITPR1:12681, RPTOR:12710"
Regulation Of Cellular Component Biogenesis (GO:0044087)	-0.090592334	0.097286503	0.715788776	28	"TRAF2:55, HCFC1:66, BAG5:403, HSPA8:409, ROCK2:515, NOTCH1:672, HJURP:5124.5, PTPN11:5124.5, LATS1:5124.5, DAB2IP:5124.5, ROCK1:5124.5, RAP1A:5124.5, RAPGEF1:5124.5, CCL19:5124.5, PINK1:5124.5, EZR:5124.5, TJP1:5124.5, APOE:5124.5, INSM1:5124.5, CD36:5124.5, TIE1:5124.5, SNCAIP:5124.5, VPS11:5124.5, METTL18:9554, GFAP:10206, BBS10:11216, NRG1:11964, RAPGEF2:12337"
Regulation Of Cellular Component Organization (GO:0051128)	-0.026270161	0.323793936	0.922941938	119	"RPTOR:25, TRAF2:55, HCFC1:66, SLITRK4:95, SEMA4D:240, CAMSAP3:340, SETD1A:381, BAG5:403, HSPA8:409, NRG3:457, CAMK2D:477, ROCK2:515, LAMTOR1:553, WFDC1:569, OPHN1:748, KAT7:757, PAK6:1114, BCAR1:5124.5, HJURP:5124.5, ARFGAP3:5124.5, DCUN1D5:5124.5, TAOK2:5124.5, MTOR:5124.5, AXIN2:5124.5, PTPN11:5124.5, LATS1:5124.5, RAB33B:5124.5, DAB2IP:5124.5, ROCK1:5124.5, SLC6A2:5124.5, CDH13:5124.5, RAP1A:5124.5, RAPGEF1:5124.5, AGTR1:5124.5, ARHGEF11:5124.5, KIF14:5124.5, PINK1:5124.5, WNT5A:5124.5, HIP1R:5124.5, TJP1:5124.5, ALKBH4:5124.5, APOE:5124.5, INSM1:5124.5, CD36:5124.5, TSC2:5124.5, ATAD3A:5124.5, PAK4:5124.5, JADE1:5124.5, CDK11B:5124.5, CAMSAP2:5124.5, SLITRK2:5124.5, TNC:5124.5, SPHK1:5124.5, SNCAIP:5124.5, CD177:5124.5, PACSIN2:5124.5, EGLN2:5124.5, URI1:5124.5, ABL2:5124.5, TFRC:5124.5, SPOCK1:5124.5, MELTF:5124.5, TMEM97:5124.5, ING4:5124.5, RAB17:5124.5, SETD5:5124.5, PACSIN3:5124.5, PACSIN1:5124.5, ITCH:5124.5, RAB5B:5124.5, CHPT1:5124.5, RAB4B:5124.5, JADE3:5124.5, LSM11:5124.5, NUBP1:5124.5, KLK8:5124.5, SGK1:5124.5, PRDM5:5124.5, STK38L:5124.5, RUFY1:5124.5, CISH:5124.5, CCNL2:5124.5, IL17RB:5124.5, EBAG9:5124.5, LTBP4:5124.5, CTTNBP2:5124.5, RAB4A:5124.5, ANGPTL7:5124.5, PTPN1:9450, TNF:9500, MAD2L2:9561, STK11:9596, RASGRP2:9613, JADE2:9791, PRKCQ:9802, RUFY2:10061, GFAP:10206, STON2:10242, RNF2:10515, ROS1:10578, SGK2:10598, PAPPA2:10637, ERMN:10794, AGT:11087, BBS10:11216, AURKA:11260, STON1:11398, METTL4:11407, MCM2:11731, CD22:11746, PLCE1:11805, LAMTOR2:11833, IRAK3:11877, NRG1:11964, NEDD4:12106, RAPGEF2:12337, PTCH2:12441, SLC2A10:12539, HIP1:12662"
Regulation Of Cellular Component Size (GO:0032535)	-0.033365119	0.520559441	0.939968884	31	"RPTOR:25, NEB:59, PTEN:151, VAV3:5124.5, MTOR:5124.5, VAV1:5124.5, VAV2:5124.5, RAC1:5124.5, ARHGAP5:5124.5, LAMTOR5:5124.5, LAMTOR4:5124.5, SLC9A3R1:5124.5, EZR:5124.5, RAP1GAP2:5124.5, SNAPIN:5124.5, PPP1CA:5124.5, HP1BP3:5124.5, RIN3:5124.5, MTPN:5124.5, BORCS5:5124.5, BORCS7:5124.5, BORCS6:5124.5, PEX11A:5124.5, PEX11G:5124.5, RAB22A:9229, EPS8:9352, LARS1:9402, DNAJC16:11234, MYO3B:11335, ATP13A2:11842, MYO3A:12103"
Regulation Of Cellular Extravasation (GO:0002691)	0.016639733	0.870548846	0.989244605	8	"LYVE1:1856, PLVAP:2291, FUT7:7610.5, ICAM1:7610.5, THY1:7610.5, JAM3:7610.5, BST1:7610.5, OLFM4:7610.5"
Regulation Of Cellular Ketone Metabolic Process (GO:0010565)	0.06988556	0.422299825	0.939968884	11	"CYP7A1:672, SIRT5:1761, FGFR4:2504, SIRT1:2866, NR1H4:3213, PRKAG2:7610.5, NCOR2:7610.5, INS:7610.5, PPARA:7610.5, PANK2:7610.5, PDK4:11921"
Regulation Of Cellular Localization (GO:0060341)	-0.031880238	0.454920089	0.939968884	46	"PARD6G:127, MAPK8:228, RAB9A:404, CAMK2D:477, PARP1:5124.5, UFL1:5124.5, CSNK1E:5124.5, NKX3-1:5124.5, SUMO1:5124.5, TRIM25:5124.5, PLEKHM2:5124.5, VIP:5124.5, HSP90AB1:5124.5, USP8:5124.5, INS:5124.5, DVL1:5124.5, GSN:5124.5, ADCYAP1:5124.5, ITGB3:5124.5, TRIM46:5124.5, ATCAY:5124.5, PARD6A:5124.5, TRIM21:5124.5, PPM1F:5124.5, DZIP1L:5124.5, REEP6:5124.5, KRT5:5124.5, TESK1:5124.5, SLC26A4:5124.5, DNAJB6:5124.5, TRIM58:5124.5, TRIM38:5124.5, TRIM68:5124.5, WWC1:5124.5, MMD2:5124.5, TRIM17:5124.5, RABGAP1L:5124.5, PARD6B:9623, MAP2:9764, TPR:10144, TMEM231:11018, TRIM67:11819, KIAA1614:11875, BORA:12089, WDPCP:12220, RSL1D1:12584"
Regulation Of Cellular Metabolic Process (GO:0031323)	-0.072577287	0.132151421	0.787326903	36	"RNF41:334, EIF6:350, GCK:790, PRKN:795, PDK4:814, PRKAG2:5124.5, ZBTB7A:5124.5, CIDEB:5124.5, ING2:5124.5, NEK4:5124.5, FOXM1:5124.5, ARF4:5124.5, EP300:5124.5, NCOR2:5124.5, PINK1:5124.5, ANGPTL8:5124.5, ARL2:5124.5, OGT:5124.5, CYP1B1:5124.5, HIF1A:5124.5, PGAM1:5124.5, NUAK1:5124.5, PPARA:5124.5, MPV17:5124.5, PANK2:5124.5, SLC2A6:5124.5, MBOAT7:5124.5, RNF34:5124.5, VASH1:5124.5, COQ7:5124.5, NPC2:9174, PNPT1:9499, BCO2:10040, JMJD8:10267, PARL:10977, RSL1D1:12584"
Regulation Of Cellular Respiration (GO:0043457)	0.032558453	0.662499595	0.96014175	15	"NOA1:162, IFNAR1:952, NOS2:1578, PNPT1:3236, NOP53:3487, IL4:7610.5, SHMT2:7610.5, IDE:7610.5, ARL2:7610.5, IFNG:7610.5, IL10RB:7610.5, IFNLR1:7610.5, PRELID1:7610.5, CBFA2T3:7610.5, PRDM16:12318"
Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090287)	-0.112609601	0.159872758	0.814887427	13	"XIAP:286, OTX2:557, TFAP2B:644, ITGA3:741, SFRP4:5124.5, SLIT2:5124.5, ZDHHC17:5124.5, PCSK6:5124.5, FSTL4:5124.5, LRIT3:5124.5, NELL1:9312, SULF1:9416, FSTL5:11729"
Regulation Of Cellular Response To Heat (GO:1900034)	0.022087542	0.818538896	0.988080918	9	"ATR:684, MAPT:1875, SIRT1:2866, MTOR:7610.5, CREBBP:7610.5, EP300:7610.5, IER5:7610.5, DNAJB6:7610.5, HSF1:11860"
Regulation Of Cellular Response To Hypoxia (GO:1900037)	-0.183467945	0.203806032	0.814887427	4	"ROCK2:515, USP19:5124.5, DDAH1:5124.5, VHL:5124.5"
Regulation Of Cellular Response To Insulin Stimulus (GO:1900076)	0.012897527	0.928816363	0.989743607	4	"GPLD1:2272, NCOA2:7610.5, NCOA1:7610.5, ECHDC3:7610.5"
Regulation Of Cellular Response To Oxidative Stress (GO:1900407)	-0.093516461	0.391584996	0.939968884	7	"PRKN:795, PINK1:5124.5, AIFM2:5124.5, DHFR:5124.5, FBLN5:5124.5, ALOX5:5124.5, NFE2L2:9336"
Regulation Of Cellular Response To Stress (GO:0080135)	0.024722392	0.460014891	0.939968884	75	"TAF6:137, POLH:468, ATR:684, USP1:776, BRCA1:932, DYRK3:956, SUPT3H:1156, ETAA1:1329, PARG:1422, ABRAXAS1:1445, MAPT:1875, ATM:2005, UIMC1:2308, RPA2:2634, WDR76:2653, ACTR5:2661, SIRT1:2866, BARD1:2941, TAF5:2959, INO80D:2989, OPRM1:3140, BRCA2:3279, NFE2L2:3399, UCHL5:3456, ATXN7:3463, SLC38A2:3522, DEPDC1B:7610.5, TRRAP:7610.5, BABAM2:7610.5, RFWD3:7610.5, YY1:7610.5, MTOR:7610.5, RAD51:7610.5, CRY1:7610.5, UBE2V2:7610.5, ACTL6A:7610.5, NFRKB:7610.5, RUVBL1:7610.5, RUVBL2:7610.5, CDK9:7610.5, TAF2:7610.5, USP19:7610.5, CLN3:7610.5, CREBBP:7610.5, KAT2B:7610.5, EP300:7610.5, AMFR:7610.5, TAF6L:7610.5, SF3B3:7610.5, SOX4:7610.5, PINK1:7610.5, ADCY8:7610.5, VHL:7610.5, AIFM2:7610.5, FEM1B:7610.5, EIF4G1:7610.5, CRHBP:7610.5, KMT5A:7610.5, AJUBA:7610.5, SGF29:7610.5, ALOX5:7610.5, ATXN7L3:7610.5, SUPT20H:7610.5, SMYD2:7610.5, DNAJB6:7610.5, RADX:7610.5, NUPR1:7610.5, CORO2B:7610.5, SIRT7:11697, TADA3:11756, TAF12:11855, HSF1:11860, PRKN:11940, ROCK2:12220, TMEM98:12540"
Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844)	-0.091023956	0.207603476	0.814887427	16	"TGFB1:723, ITGA3:741, IL4:5124.5, SMAD4:5124.5, ENG:5124.5, SMAD2:5124.5, LATS2:5124.5, LATS1:5124.5, FOLR1:5124.5, IL17F:5124.5, DLX1:5124.5, DKK3:5124.5, TRIM33:5124.5, LTBP4:5124.5, SMURF2:9353, ZNF703:9936"
Regulation Of Cellular Senescence (GO:2000772)	0.032626467	0.572505626	0.947741173	25	"RSL1D1:151, SIRT6:1124, ARG2:1432, FZR1:2091, RBL1:2153, SIRT1:2866, AKT3:3017, PNPT1:3236, YBX1:7610.5, TP53:7610.5, ING2:7610.5, NEK4:7610.5, WNT1:7610.5, FBXO5:7610.5, TERF2:7610.5, HMGA2:7610.5, CDK6:7610.5, MAP3K3:7610.5, B2M:7610.5, MORC3:7610.5, TBX2:7610.5, AMH:7610.5, NUAK1:7610.5, VASH1:7610.5, PTEN:12584"
Regulation Of Centriole Elongation (GO:1903722)	-0.011646302	0.921307196	0.989743607	6	"VPS4B:5124.5, CHMP2A:5124.5, CEP120:5124.5, PPP1R35:5124.5, CEP295:5124.5, CENPJ:11296"
Regulation Of Centriole Replication (GO:0046599)	0.164611964	0.03992249	0.670268941	13	"MDM1:136, BRCA1:932, CDK5RAP2:1190, CENPJ:1439, PLK4:1699, STIL:1711, SASS6:3518, PLK2:7610.5, KAT2B:7610.5, NUP62:7610.5, TRIM37:7610.5, SPICE1:7610.5, CEP295:7610.5"
Regulation Of Centrosome Cycle (GO:0046605)	-0.03693268	0.609130439	0.950772434	16	"FBXW5:610, CEP131:744, CHMP2B:904, XRCC3:5124.5, VPS4B:5124.5, CHMP1B:5124.5, CHMP2A:5124.5, CHMP5:5124.5, NAT10:5124.5, PDCD6IP:5124.5, CHMP4C:5124.5, CCNL2:5124.5, SIRT1:9869, AURKA:11260, MCM2:11731, PKHD1:12214"
Regulation Of Centrosome Duplication (GO:0010824)	-0.025865888	0.681694284	0.963604965	21	"FBXW5:610, CEP131:744, CHMP2B:904, XRCC3:5124.5, PLK2:5124.5, VPS4B:5124.5, CHMP1B:5124.5, CHMP2A:5124.5, CHMP5:5124.5, NAT10:5124.5, CCNF:5124.5, PDCD6IP:5124.5, CHMP4C:5124.5, CEP120:5124.5, SPICE1:5124.5, CEP295:5124.5, SIRT1:9869, STIL:11024, CENPJ:11296, PKHD1:12214, TMEM67:12289"
Regulation Of Ceramide Biosynthetic Process (GO:2000303)	0.033140592	0.745512077	0.973639792	8	"PRKCD:1018, SAMD8:1383, PLA2G6:7610.5, SPHK1:7610.5, SPHK2:7610.5, ORMDL3:7610.5, ORMDL1:7610.5, ORMDL2:7610.5"
Regulation Of Chaperone-Mediated Autophagy (GO:1904714)	-0.025430004	0.829218078	0.988080918	6	"PLK3:5124.5, SNRNP70:5124.5, EEF1A1:5124.5, EEF1A2:5124.5, CTSA:5124.5, GFAP:10206"
Regulation Of Chemokine (C-C Motif) Ligand 5 Production (GO:0071649)	-0.066121542	0.69162618	0.967376098	3	"MUL1:769, IL10:5124.5, OAS3:10504"
Regulation Of Chemokine (C-X-C Motif) Ligand 2 Production (GO:2000341)	0.017572208	0.872103699	0.989244605	7	"OAS3:2231, TNF:3235, HMGB1:7610.5, TLR4:7610.5, LCP1:7610.5, F2RL1:7610.5, KLF4:7610.5"
Regulation Of Chemokine Production (GO:0032642)	-0.031355074	0.521250119	0.939968884	35	"IL18:258, CD74:5124.5, TNFSF4:5124.5, TLR9:5124.5, TLR7:5124.5, TLR4:5124.5, TLR3:5124.5, SNAI2:5124.5, ADAM17:5124.5, APP:5124.5, LCP1:5124.5, F2RL1:5124.5, WNT5A:5124.5, PYCARD:5124.5, IL6R:5124.5, ELANE:5124.5, FFAR3:5124.5, TREM2:5124.5, ALOX15B:5124.5, IFNG:5124.5, HIF1A:5124.5, IL7:5124.5, CSF1R:5124.5, AGER:5124.5, EGR1:5124.5, HMOX1:5124.5, IL33:5124.5, AIRE:5124.5, C5:5124.5, TNF:9500, FFAR2:9622, EIF2AK2:10017, TLR2:11038, IL6:11248, SIGIRR:11348"
Regulation Of Chemokine-Mediated Signaling Pathway (GO:0070099)	0.013215223	0.903635095	0.989743607	7	"PADI2:2836, SH2B3:3047, RNF113A:7610.5, ROBO1:7610.5, SLIT2:7610.5, SLIT1:7610.5, HIF1A:7610.5"
Regulation Of Chemotaxis (GO:0050920)	-0.05369097	0.406032857	0.939968884	20	"YTHDF1:634, TGFB1:723, GPR183:5124.5, CCL21:5124.5, F2RL1:5124.5, CCL19:5124.5, PDGFB:5124.5, ELANE:5124.5, RARRES2:5124.5, PDGFRB:5124.5, THBS1:5124.5, TREM2:5124.5, CXCR4:5124.5, MYCBP2:5124.5, PDGFRA:5124.5, CYRIB:5124.5, PPM1F:5124.5, P2RX4:9429, P2RY12:12399, PTPN2:12411"
Regulation Of Cholesterol Biosynthetic Process (GO:0045540)	-0.032199776	0.738031711	0.973603197	9	"MBTPS1:5124.5, AQP8:5124.5, SH2D2A:5124.5, SREBF1:5124.5, APOE:5124.5, ABCG1:5124.5, SOD1:5124.5, SEC14L2:5124.5, LPCAT3:12027"
Regulation Of Cholesterol Efflux (GO:0010874)	-0.120160079	0.056732817	0.679125738	21	"ABCA2:178, ZDHHC8:227, LRP1:373, LAMTOR1:553, APOA1:868, SHH:5124.5, NR1H3:5124.5, APOE:5124.5, ABCA8:5124.5, PLTP:5124.5, TREM2:5124.5, PON1:5124.5, PTCH1:5124.5, ADIPOQ:5124.5, ABCA5:5124.5, ABCA3:5124.5, NAXE:5124.5, EEPD1:5124.5, TTC39B:9155, SIRT1:9869, YJEFN3:12610"
Regulation Of Cholesterol Metabolic Process (GO:0090181)	-0.032509914	0.633121491	0.955504398	18	"STARD4:601, APOA1:868, MBTPS1:5124.5, AQP8:5124.5, SH2D2A:5124.5, FMO5:5124.5, APOE:5124.5, DGKQ:5124.5, ABCG1:5124.5, LDLRAP1:5124.5, EPHX2:5124.5, ACADL:5124.5, ARV1:5124.5, SEC14L2:5124.5, TTC39B:9155, NR1H4:9522, LPCAT3:12027, ACADVL:12373"
Regulation Of Cholesterol Storage (GO:0010885)	-0.018372615	0.848652941	0.988080918	9	"LCP1:5124.5, NR1H3:5124.5, SCARB1:5124.5, ABCG1:5124.5, TREM2:5124.5, PPARA:5124.5, APOB:5124.5, TTC39B:9155, MSR1:9491"
Regulation Of Cholesterol Transport (GO:0032374)	-0.070427332	0.288074206	0.891558027	19	"ABCA2:178, LRP1:373, LAMTOR1:553, APOA1:868, NFKB1:5124.5, APOA2:5124.5, NR1H3:5124.5, APOC2:5124.5, ABCA8:5124.5, OSBPL6:5124.5, LIPG:5124.5, ARV1:5124.5, ABCA5:5124.5, TSPO:5124.5, NAXE:5124.5, TTC39B:9155, APOA4:10709, ABCB4:12113, YJEFN3:12610"
Regulation Of Chondrocyte Differentiation (GO:0032330)	-0.108953165	0.120005967	0.768615402	17	"SCIN:60, ADAMTS7:281, CHADL:447, BMPR1B:5124.5, NKX3-2:5124.5, PTPN11:5124.5, EFEMP1:5124.5, SNAI2:5124.5, ZBTB16:5124.5, GREM1:5124.5, ADAMTS12:5124.5, LOXL2:5124.5, PKDCC:5124.5, MBOAT2:5124.5, TRPS1:5124.5, GDF5:10357, PTHLH:11043"
Regulation Of Chromatin Binding (GO:0035561)	-0.013834192	0.906586236	0.989743607	6	"DDX11:5124.5, WAPL:5124.5, GMNN:5124.5, HMBOX1:5124.5, ZNF618:5124.5, PARP9:11120"
Regulation Of Chromatin Organization (GO:1902275)	0.026434707	0.732069784	0.973158919	14	"RLIM:175, PHF20:949, ZNF445:1181, METTL4:1328, KAT8:3225, OGT:7610.5, SETD5:7610.5, MSL3:7610.5, KANSL2:7610.5, KANSL3:7610.5, KANSL1:7610.5, LSM11:7610.5, SETD1A:12354, HCFC1:12669"
Regulation Of Chromosome Condensation (GO:0060623)	0.086657242	0.462308228	0.939968884	6	"SMC4:340, SMC2:1125, NCAPH2:7610.5, NCAPG:7610.5, NCAPH:7610.5, NCAPG2:7610.5"
Regulation Of Chromosome Organization (GO:0033044)	0.029916418	0.552306747	0.947741173	33	"SMG6:483, HDAC8:724, MAPT:1875, BUB1:2008, ACTR5:2661, INO80D:2989, YLPM1:3229, RMI2:3321, XRCC5:3401, UCHL5:3456, NSMCE1:3520, LIG4:7610.5, HNRNPD:7610.5, EID3:7610.5, SMC6:7610.5, SMC5:7610.5, SLF2:7610.5, SLF1:7610.5, SMG1:7610.5, YY1:7610.5, NSMCE4A:7610.5, NSMCE3:7610.5, TERF2:7610.5, NFRKB:7610.5, RUVBL1:7610.5, RUVBL2:7610.5, TERF2IP:7610.5, SMG5:7610.5, PIF1:7610.5, RB1:7610.5, NSMCE2:7610.5, SHCBP1L:7610.5, MYC:12411"
Regulation Of Chromosome Segregation (GO:0051983)	0.105329154	0.10309676	0.732202831	20	"NCAPD2:292, SMC4:340, CDC6:567, CDCA2:908, SMC2:1125, NUMA1:1828, BUB1:2008, RMI2:3321, RAD18:7610.5, SMC6:7610.5, SMC5:7610.5, KIF2C:7610.5, HORMAD1:7610.5, NCAPH2:7610.5, NCAPG:7610.5, NCAPH:7610.5, KIF2B:7610.5, IHO1:7610.5, NCAPG2:7610.5, CSNK2A1:7610.5"
Regulation Of Chromosome Separation (GO:1905818)	0.184725028	0.055015983	0.679125738	9	"NCAPD2:292, SMC4:340, SMC2:1125, NUMA1:1828, TPR:2591, NCAPH2:7610.5, NCAPG:7610.5, NCAPH:7610.5, NCAPG2:7610.5"
Regulation Of Cilium Assembly (GO:1902017)	0.003199439	0.934676523	0.989959457	55	"WDPCP:515, KIF24:966, CCP110:1015, INTU:1118, CDKL1:1276, CCDC88A:1760, TCHP:1830, SAXO1:1843, MCIDAS:1902, ODF2L:1945, TBC1D21:2417, DCDC2:2680, RABEP2:3255, IFT88:3529, FUZ:3586, TBC1D20:7610.5, MAPK15:7610.5, YAP1:7610.5, USP6NL:7610.5, TBC1D14:7610.5, SGSM3:7610.5, TBC1D2B:7610.5, TBC1D9B:7610.5, TBC1D15:7610.5, TBC1D17:7610.5, EVI5:7610.5, TBC1D1:7610.5, TBC1D2:7610.5, TBC1D5:7610.5, TBC1D7:7610.5, TBC1D30:7610.5, TBC1D22A:7610.5, TBC1D10A:7610.5, TBC1D10C:7610.5, LIMK2:7610.5, BBS4:7610.5, CEP120:7610.5, TBC1D24:7610.5, IFT140:7610.5, DYNC2LI1:7610.5, CYLD:7610.5, PPP1R35:7610.5, KCTD17:7610.5, TESK1:7610.5, SDCCAG8:7610.5, CDKL5:7610.5, CEP97:7610.5, MPHOSPH9:7610.5, TAPT1:7610.5, CROCC:7610.5, RABGAP1:7610.5, TBC1D8:11783, ENTR1:11896, CDK10:11936, TBC1D16:12335"
Regulation Of Cilium Beat Frequency (GO:0003356)	0.230290792	0.074539969	0.679125738	5	"CFAP43:116, DNAH11:1193, CFAP206:1350, CYB5D1:2881, CCDC40:11837"
Regulation Of Cilium Movement (GO:0003352)	0.198343769	0.069199234	0.679125738	7	"CFAP43:116, DNAH11:1193, CFAP206:1350, CCDC65:2256, CYB5D1:2881, CFAP298:7610.5, CCDC40:11837"
Regulation Of Circadian Sleep/Wake Cycle (GO:0042749)	-0.179883897	0.212779903	0.814887427	4	"PTGDS:690, FXR1:5124.5, NR1D1:5124.5, PER3:5124.5"
"Regulation Of Circadian Sleep/Wake Cycle, Sleep (GO:0045187)"	-0.162318255	0.208778578	0.814887427	5	"PTGDS:690, PARP1:5124.5, CHRNB2:5124.5, FXR1:5124.5, PER3:5124.5"
Regulation Of Clathrin-Dependent Endocytosis (GO:2000369)	-0.010323481	0.905643022	0.989743607	11	"DGKD:852, HIP1R:5124.5, SNAP91:5124.5, USH1G:5124.5, PROM2:5124.5, TNK2:5124.5, BMP2K:5124.5, UNC45A:5124.5, DAB2:9144, NEU3:10132, PIK3CB:11852"
Regulation Of Coagulation (GO:0050818)	0.106453423	0.268839889	0.867834473	9	"NRG1:771, PROC:1099, HS3ST6:2293, F2R:3477, EPHB2:7610.5, F2RL1:7610.5, FOXA2:7610.5, F2:7610.5, PROCR:7610.5"
Regulation Of Cold-Induced Thermogenesis (GO:0120161)	-0.06827963	0.012425677	0.506051252	113	"DYNC1H1:53, ZNF516:101, PWWP2B:125, IL18:258, YBX2:344, PER2:395, PRDM16:417, TRPM8:493, NOTCH1:672, EHMT1:784, GNAS:803, HSF1:875, GADD45G:1079, FABP5:1143, IL4:5124.5, SYK:5124.5, ACVR2B:5124.5, UCP2:5124.5, MAP2K6:5124.5, ATF4:5124.5, ZBTB7B:5124.5, PPARGC1A:5124.5, TLR4:5124.5, ADAM17:5124.5, ZNF423:5124.5, RB1:5124.5, LEP:5124.5, IRF4:5124.5, CCR2:5124.5, FLCN:5124.5, GHRL:5124.5, JAK2:5124.5, DOCK7:5124.5, ADRB1:5124.5, ADRB2:5124.5, ADRB3:5124.5, ADCYAP1:5124.5, PRLR:5124.5, VEGFA:5124.5, CEBPB:5124.5, LPIN1:5124.5, NR1H3:5124.5, GPR3:5124.5, PTH2R:5124.5, APLP2:5124.5, ADIPOR2:5124.5, ELOVL3:5124.5, CD36:5124.5, ACHE:5124.5, HCRT:5124.5, DBH:5124.5, LNPEP:5124.5, CXCR4:5124.5, OGT:5124.5, PHOX2B:5124.5, MFN2:5124.5, OXTR:5124.5, ADIPOQ:5124.5, UCP1:5124.5, FFAR4:5124.5, TRPV2:5124.5, KDM6B:5124.5, ACTN3:5124.5, IGF1R:5124.5, ACADL:5124.5, GATM:5124.5, STAT6:5124.5, NR1D1:5124.5, EPAS1:5124.5, FGF21:5124.5, HDAC3:5124.5, GRB10:5124.5, IL15:5124.5, PDGFC:5124.5, SMARCA4:5124.5, CMKLR1:5124.5, IL18R1:5124.5, FH:5124.5, G0S2:5124.5, BSCL2:5124.5, ACSL1:5124.5, ACOT11:5124.5, IL13:5124.5, CIDEA:5124.5, PLCL1:5124.5, ARRDC3:5124.5, PLCL2:5124.5, NRDC:5124.5, LGR4:5124.5, NPR3:5124.5, LAMA4:5124.5, TFE3:5124.5, CNOT3:5124.5, ESRRG:5124.5, DIO2:5124.5, EBF2:5124.5, IL4R:9136, APC:9323, STK11:9596, OMA1:9832, KDM3A:10059, ADAMTS5:10284, PPARGC1B:10718, DDIT3:10770, ACOT13:11231, SIRT6:11611, DECR1:11618, SCD:11743, ALPL:11953, LEPR:12144, CPT2:12421, HADHA:12490, ALDH1A1:12675"
Regulation Of Collagen Biosynthetic Process (GO:0032965)	-0.005851942	0.944052601	0.99088899	12	"TGFB1:723, WNT4:794, F2:5124.5, EMILIN1:5124.5, SERPINF2:5124.5, HDAC2:5124.5, CREB3L1:5124.5, SUCO:5124.5, F2R:9258, LARP6:10960, CIITA:11044, IL6:11248"
