	Herbivore...Insectivore.Rho	Herbivore...Insectivore.P	Herbivore...Insectivore.p.adj														
USP45	2.292948243	0.131105909	0.942689242														
ZCCHC3	0.240190693	1	1														
DOK3	2.916898499	0.021211848	0.377360719														
AREG	1.580284237	0.684250728	1														
TMEM167A	2.061265215	0.235666469	1														
MLIP	2.668635175	0.045696075	0.553131009														
BEND4	-0.035103021	1	1														
CAGE1	1.214166001	1	1														
ACTN3	0.352037976	1	1														
PDGFC	1.042269333	1	1														
SV2C	-0.011504449	1	1														
XPNPEP1	-0.439169086	1	1														
IDO2	4.227728633	0.000141637	0.031642282														
RANBP3L	1.347239145	1	1														
LIMCH1	2.754919843	0.03522391	0.479723864														
MGAT4D	1.018025997	1	1														
SAMD14	1.105065836	1	1														
RPL9	1.101228054	1	1														
MEGF10	0.784664093	1	1														
SPCS3	-1.144903442	1	1														
ZNF827	1.717832968	0.514962517	1														
PACRGL	0.543625018	1	1														
TUSC3	1.897217158	0.346795699	1														
PRIMPOL	2.897772344	0.022549397	0.386353556														
ROPN1L	1.382612076	1	1														
CXCL11	1.112033468	1	1														
ANKRD50	2.347741849	0.113325641	0.874418455														
CNOT6L	0.545106568	1	1														
CDKN2AIP	-0.974569125	1	1														
GC	1.902343169	0.342757833	1														
DLEU7	1.121524371	1	1														
TIGD5	0.738752988	1	1														
NR3C1	0.306434749	1	1														
ADAMTS12	-0.105523145	1	1														
DCK	-0.634953848	1	1														
ZGRF1	-2.337252049	0.116556494	0.88241997														
CRISP1	1.076449346	1	1														
DDX4	-1.41078737	0.949843918	1														
SRP19	-1.221636553	1	1														
SEC31A	0.739351119	1	1														
ALYREF	0.336424475	1	1														
PALLD	2.364733678	0.108258244	0.851734467														
THUMPD2	2.161528719	0.183927126	1														
MIB2	-0.994680722	1	1														
HADH	0.348400099	1	1														
LRP2BP	1.475809981	0.839969464	1														
ERBIN	-0.419891432	1	1														
FOXL3	-1.080958854	1	1														
CEP192	3.638745959	0.001643813	0.105187533														
GUCY1A1	0.480907897	1	1														
AHRR	0.398885366	1	1														
YIPF3	1.620578604	0.630648264	1														
WDR36	1.792416219	0.438397912	1														
PGM3	1.673386036	0.565507951	1														
WNT8A	3.145007492	0.009964955	0.254921627														
ADGRL3	1.689928152	0.546250206	1														
SLCO6A1	2.54457489	0.065646508	0.660988967														
CDK18	0.163066703	1	1														
GALNTL6	-0.654093085	1	1														
SLC10A7	2.43899017	0.088370213	0.761370971														
MRPS30	2.272125601	0.138473551	0.961446734														
NEK1	1.556857743	0.717025585	1														
SMIM31	0.894789764	1	1														
SMG7	-0.06247469	1	1														
ATP2C1	-0.68398776	1	1														
TLL1	2.261195676	0.142482857	0.974508992														
SLC4A9	1.166879994	1	1														
COX18	2.453142972	0.084968424	0.748863491														
DEK	-0.410056418	1	1														
SERINC5	0.302294674	1	1														
LRAT	2.753863245	0.035337823	0.480385691														
SORCS2	-3.480328288	0.003004798	0.13979978														
CDH18	-0.714194771	1	1														
FBN2	2.676664123	0.044615482	0.546282258														
CPLANE1	1.282971275	1	1														
NEDD4	2.908452269	0.021793357	0.380986644														
SMUG1	0.065591717	1	1														
RNF213	-1.423848948	0.926941217	1														
CFAP299	0.551789654	1	1														
GLRX	-0.15549566	1	1														
NSD2	-1.528289032	0.758644751	1														
PKD2L2	1.821703097	0.411000287	1														
BTN3A2	-1.147984035	1	1														
LARP7	0.355317204	1	1														
ZNF131	-0.25803398	1	1														
AADAT	1.961852864	0.298677701	1														
CCSER1	1.978056224	0.287534186	1														
C1QB	1.567315897	0.702245228	1														
MAML3	-0.111310893	1	1														
SIL1	-0.17420927	1	1														
UNC5A	0.002049092	1	1														
RAD17	1.844731876	0.390459309	1														
INPP4B	1.02317305	1	1														
TNIP3	2.843273389	0.02679165	0.41403504														
HSD17B4	1.513971062	0.780199074	1														
ANAPC4	0.249933062	1	1														
RPS6KA2	-2.740756494	0.03677875	0.492990113														
LRBA	2.709779856	0.040396727	0.520133395														
FNIP1	0.731413488	1	1														
DIO3	-0.633487668	1	1														
SHLD3	1.755034867	0.475520064	1														
CCDC110	2.422768227	0.092416501	0.779875234														
CDHR2	1.223954874	1	1														
DTWD2	1.8047998	0.426636094	1														
MTTP	1.834029438	0.399897746	1														
CLRN2	1.305415258	1	1														
GAK	-1.507598268	0.789944259	1														
USP26	-0.441864972	1	1														
UVSSA	-1.348840293	1	1														
SH3RF2	2.60176098	0.055647881	0.610353239														
UIMC1	1.886506077	0.355360742	1														
DROSHA	-0.903702667	1	1														
ATPSCKMT	0.666691455	1	1														
ANKRD13D	0.346987268	1	1														
SPOCK3	0.435342629	1	1														
HGFAC	0.893288331	1	1														
FHDC1	1.413181028	0.94561502	1														
CAMK2D	-2.004006433	0.270416228	1														
TENM3	-2.753769031	0.035347997	0.480385691														
SH3BP2	-2.436986326	0.088861436	0.763536796														
ANAPC13	1.633198919	0.614563003	1														
C4orf54	0.994117086	1	1														
ZNF346	3.687424308	0.001359213	0.098904081														
POLN	-0.705437923	1	1														
ETFDH	1.079789067	1	1														
SH3TC2	1.682933697	0.554327564	1														
FRAS1	0.514399836	1	1														
DAPP1	0.667554796	1	1														
MTX3	1.235962611	1	1														
PAICS	0.257540512	1	1														
PRRC1	1.648524437	0.595470602	1														
ABL2	0.463661939	1	1														
TTC39B	1.401850474	0.965759414	1														
TRIML2	0.507930985	1	1														
PCBD2	2.32815633	0.119422825	0.898245865														
UCHL1	0.737643795	1	1														
EXOC3	-1.513844894	0.7803911	1														
SPINK13	-0.511112988	1	1														
GRAMD2B	1.819304796	0.413189652	1														
MXD3	0.079116322	1	1														
KIAA0825	2.952313965	0.018924123	0.358600875														
TET2	2.598983786	0.056100114	0.61176517														
DDR1	0.075654479	1	1														
MCIDAS	2.084092183	0.222910698	1														
ACSL1	-0.364829913	1	1														
TTC29	2.306272757	0.126572378	0.922855628														
CLOCK	1.267976935	1	1														
IGSF22	2.830580482	0.027878172	0.424676528														
MRPS27	1.76174385	0.468675513	1														
CDC25C	2.353349665	0.111630776	0.868906367														
ASTE1	1.526785248	0.760886526	1														
TTC23L	-1.647512058	0.596717039	1														
CNGA1	-0.587762479	1	1														
CSRNP1	0.431160951	1	1														
ZBTB38	1.718067818	0.514705476	1														
YJEFN3	3.81815889	0.000806708	0.071836497														
AMOTL2	0.575127295	1	1														
MARCHF1	0.277051955	1	1														
FAM193B	2.219232236	0.158825574	1														
CCDC192	2.184603751	0.173507476	1														
GSTCD	2.245733282	0.148326582	0.99444253														
DAG1	-0.253404746	1	1														
MCTP1	-0.251580392	1	1														
CCDC160	-0.019261065	1	1														
GFRA2	1.133995407	1	1														
SMIM18	0.869094839	1	1														
PCDHGA1	0.326837019	1	1														
PCDHGA6	-0.020373602	1	1														
CPNE3	1.431745961	0.913299225	1														
UBE2W	1.113167749	1	1														
SHISAL2A	-0.07290559	1	1														
SLC45A4	0.429448373	1	1														
ADGRB1	-3.642278179	0.001621415	0.104767462														
ADAM19	2.292417121	0.13128951	0.943476648														
WWP1	0.623090453	1	1														
PCDHGA5	0.864424485	1	1														
ELOC	0.912870929	1	1														
ENDOV	0.603058791	1	1														
DLX6	-1.347942688	1	1														
SBSN	-1.556407252	0.717667692	1														
PAK3	0.628102157	1	1														
POU6F2	-0.03042006	1	1														
PCDHGA7	0.797389069	1	1														
FAM83A	-1.229766771	1	1														
CNBD1	-0.124113649	1	1														
TFF3	1.249808847	1	1														
GABRP	1.516636866	0.776150354	1														
SLC10A5	2.210795343	0.162300075	1														
TRHR	1.795283336	0.435651412	1														
TENM2	-0.859004775	1	1														
C8orf34	0.944032293	1	1														
ASAP1	-1.857760329	0.379218342	1														
MPP2	1.045771439	1	1														
HDAC2	-0.601168547	1	1														
CLDN23	1.943556333	0.311693856	1														
CYRIB	-1.16879599	1	1														
ERI1	0.815815424	1	1														
SPSB2	2.555891456	0.063549691	0.651841686														
HEPH	1.347074774	1	1														
PTK2	-2.643099681	0.049290508	0.571217259														
LRRC6	-0.556952021	1	1														
HMGB4	1.563141325	0.708116144	1														
RHOBTB2	0.087899442	1	1														
DENND3	-1.290111595	1	1														
ATXN7L3B	-0.484296994	1	1														
SLC25A37	-0.18147954	1	1														
RPL26L1	-0.571699765	1	1														
AMPD1	0.716804624	1	1														
EBF2	0.096730167	1	1														
ANKAR	2.158315408	0.185419906	1														
CCNE2	0.214298961	1	1														
TPD52	-0.505266208	1	1														
MCF2	-0.682401919	1	1														
SLC36A1	2.852035217	0.026064173	0.408745288														
IKBKB	3.76021409	0.001018608	0.083683578														
GOLGA7	-3.644925691	0.001604814	0.104263811														
DOCK2	-1.592602828	0.667495912	1														
PPIL6	2.916212847	0.021258522	0.377360719														
WWC1	0.868424151	1	1														
SERPINE3	0.199498359	1	1														
NUDT16	-1.348870698	1	1														
HSF4	-3.561578917	0.002211788	0.119342812														
PIK3R1	1.4061561	0.958066661	1														
EPHX2	0.344539103	1	1														
TMEM200B	0.972844332	1	1														
HS6ST2	0.918913273	1	1														
ALG11	-0.554744121	1	1														
PTP4A3	-1.155012915	1	1														
SMIM12	0.025620361	1	1														
RNF217	0.877031994	1	1														
FBXO41	0.252335628	1	1														
RIMS1	0.586702835	1	1														
TRNP1	-0.589796984	1	1														
ATXN7	1.436893761	0.904489098	1														
PNMA2	2.544953085	0.065575453	0.660988967														
LACTB2	2.186015422	0.172886862	1														
IDO1	0.741263993	1	1														
FZD6	0.875078515	1	1														
ATP6V1E2	0.693346815	1	1														
MYBL1	-0.421774634	1	1														
INSYN2A	-1.829870246	0.403616062	1														
STMN4	1.277151157	1	1														
PPP1R42	0.985017546	1	1														
FER1L6	0.462583587	1	1														
PBK	0.053313432	1	1														
SMIM23	0.560008924	1	1														
UBE2V2	1.048773064	1	1														
RANBP17	2.052650694	0.240638803	1														
KCNB2	0.097435481	1	1														
DNPEP	-0.079246842	1	1														
TDRP	2.917315092	0.021183535	0.377360719														
C1orf210	1.619178509	0.632453163	1														
INTS8	-2.412483946	0.095065411	0.791735086														
TMEM71	1.974460167	0.289976655	1														
CLINT1	0.89442932	1	1														
CASP3	1.088369057	1	1														
UQCRB	0.904692346	1	1														
MYC	-2.26125911	0.1424593	0.974508992														
SLC6A7	-0.063235762	1	1														
KIF13B	1.290630675	1	1														
TXNRD3	3.092796983	0.011896784	0.275870798														
HMBOX1	-0.479729874	1	1														
NTRK1	0.472333841	1	1														
DNAAF3	1.479908425	0.833386122	1														
TRMT9B	3.119431537	0.010872022	0.265178367														
MAML2	1.060160145	1	1														
EMSY	-1.615855507	0.636753343	1														
ARFGAP2	2.066953716	0.232431093	1														
NFRKB	0.594345721	1	1														
C8orf82	1.174222838	1	1														
CNTN5	0.098984983	1	1														
ZC2HC1C	1.459139166	0.86716085	1														
C11orf98	0.676654964	1	1														
CFAP54	2.76698615	0.033946295	0.469879468														
DBX1	2.189513282	0.171357326	1														
CRACR2B	-0.303368619	1	1														
ZIC4	-1.98458791	0.283142032	1														
WDR74	2.74320012	0.036506156	0.49176737														
DKK3	-0.329565186	1	1														
TXNRD1	4.268364529	0.000118147	0.027860769														
TYK2	-0.969117829	1	1														
C11orf65	1.713251665	0.519997503	1														
SLC6A5	0.367577985	1	1														
SOGA3	-0.527823714	1	1														
SLC35F2	1.254422029	1	1														
GJB7	0.423991368	1	1														
FDFT1	-0.026772606	1	1														
DICER1	-1.597152008	0.661390966	1														
LGALS8	2.686781943	0.04328642	0.53890655														
PUF60	-0.173092592	1	1														
KBTBD3	-1.622764416	0.627838652	1														
CHMP1B	0.991622755	1	1														
TRAF6	0.68520203	1	1														
VAV3	-0.535942066	1	1														
IQANK1	-1.990116801	0.279468423	1														
MYO18A	1.056837974	1	1														
CREBZF	2.889089888	0.023181517	0.391569496														
NAV2	1.686737022	0.549923579	1														
TEAD1	-0.616328777	1	1														
GPR61	0.40070184	1	1														
EID3	-1.117558856	1	1														
E2F8	1.162317896	1	1														
RAE1	-2.283833647	0.134287856	0.950532461														
PAFAH1B2	-1.815578012	0.416610774	1														
LTB4R2	-0.679012969	1	1														
CCDC17	2.19656246	0.168310258	1														
GPT	1.468728789	0.851438194	1														
ATG13	2.156490501	0.186272308	1														
ZC3H12C	0.29493897	1	1														
DGAT1	0.41848234	1	1														
AMPD3	-0.78197973	1	1														
TMEM218	-0.269559526	1	1														
FAM111A	-0.999845441	1	1														
CYB561D1	0.787743209	1	1														
GRK6	-1.189442885	1	1														
HSF1	-1.598425166	0.659690325	1														
KIAA0100	1.688882819	0.547451331	1														
MROH1	-1.476344508	0.83910859	1														
AMBRA1	0.051668403	1	1														
PC	0.122034013	1	1														
CKAP5	0.185448075	1	1														
C11orf1	0.941030829	1	1														
EML3	2.086349513	0.221681848	1														
SAAL1	-0.500761985	1	1														
GRP	0.006150096	1	1														
FXYD6	0.564816785	1	1														
LRRC24	-0.536827747	1	1														
RASSF10	2.701855454	0.041372239	0.526997004														
CCDC180	2.766660365	0.033980234	0.469879468														
MUC15	-0.396133253	1	1														
CCDC90B	0.030171767	1	1														
KCNJ5	-1.082904764	1	1														
OMP	2.67742252	0.044514606	0.545571694														
PTH	2.952561659	0.018908947	0.358600875														
GALNT4	0.837128936	1	1														
CDCP2	-1.173461402	1	1														
ALDH3B2	-1.544064247	0.735436615	1														
H2AX	1.058388771	1	1														
WNK1	0.574480888	1	1														
ZNF202	1.500741139	0.800535169	1														
RGS5	-0.968373772	1	1														
PRR5L	-1.425033448	0.924885196	1														
TMEM262	-0.375055656	1	1														
LRRC4C	-0.840963897	1	1														
OR52B2	-0.178026538	1	1														
CAVIN3	-1.112846058	1	1														
NIN	3.811616839	0.000828365	0.073252744														
PLEKHA7	-1.313360028	1	1														
SAC3D1	1.250283221	1	1														
PDZD3	0.867091015	1	1														
